Tray,ID,POS,plant id,Density,Final_Density,age_number,age,F_LF,yield,flower_number_1,D2Flowering,flower_node,pollen_avg,ff_height,ff_node,,auxnode,main_node_number,total_node_number,prop_early_growth,lowervolume,midrvolume,upvolume,Huber_Volume,Smalian_Volume,Newton_Volume,final_height,veg_weight,repro_weight,total_weight,leaf_area,flower_area,corolla,petal
9,MB,A7,red,HIGH,5,30,3.L,,0.02268,13,25,9,5.5,9.2,3,0,0,11,11,76.90839695,0.078495768,0.007051299,0.005089376,0.08496815,0.179589621,0.11650864,24.1,0.084,0.054,0.138,5.33052,8.266426,26.11,31.66
9,MB,A7,brown,HIGH,5,30,3.L,,0.0084,8,31,6,2,5.1,3,0,0,7,7,73.92607393,0.029059708,0.004123337,0.00034047,0.023758274,0.048889777,0.032135442,12.1,0.02,0.02,0.04,1.34277,4.970488,22.16,22.43
9,MB,A7,black,HIGH,5,30,3.L,,0.00252,3,33,7,3,5.8,3,0,0,4,4,59.42028986,0.015778636,0.007598407,0.000998711,0.025133191,0.020452379,0.023572921,8.6,0.011,0.006,0.017,0.81282,2.127012,14.73,14.44
9,MB,A7,blue,HIGH,5,30,3.L,LF,0.00126,3,29,7,,6.5,3,0,0,5,5,63.91502276,0.013397782,0.002226602,0.00188786,0.014472912,0.030053628,0.019666484,9.1,0.01,0.003,0.013,1.585964,1.907672,13.52,14.11
9,MB,B6,lightblue,Interrmediate,2,30,3.L,F,0.02226,13,31,8,9,10.1,3,0,0,10,10,70.89859852,0.078418799,0.016489578,0.002067559,0.121610635,0.172990711,0.138737327,23.6,0.084,0.053,0.137,6.769896,5.804634,24.42,23.77
9,MB,B6,none,Interrmediate,2,30,3.L,LF,0.01092,7,33,7,6.5,4,3,0,0,6,6,59.9760096,0.023561925,0.006014731,0.002432847,0.023238734,0.039841644,0.028773037,8.5,0.022,0.026,0.048,2.145275,3.58195,17.75,20.18
9,MB,C6,red,Interrmediate,3,30,3.L,F,0.0378,23,27,8,4.5,10.3,3,1.945910149,6,11,17,82.53094911,0.1884954,0.011641554,0.00198038,0.122934815,0.432117222,0.225995617,26.4,0.166,0.09,0.256,8.168454,7.076583,24.21,29.23
9,MB,C6,lightblue,Interrmediate,3,30,3.L,,0.00714,6,33,6,4.5,9.4,3,0,0,6,6,49.06639004,0.020023474,0.012339773,0.003602147,0.054647565,0.046825988,0.052040373,15.5,0.032,0.017,0.049,4.472832,5.96442,23.1,25.82
9,MB,C6,tan,Interrmediate,3,30,3.L,LF,0.00168,3,31,5,2,6,2,0,0,4,4,46.93140794,0.004135118,0.00314159,0.000481998,0.010304415,0.00768323,0.009430687,8.2,0.006,0.004,0.01,1.068931,3.82325,18.65,20.5
9,MB,C7,lightblue,HIGH,5,30,3.L,F,0.02856,15,27,8,6,10.5,3,0,0,10,10,79.02517696,0.101829927,0.010053088,0.003317283,0.124658291,0.242090297,0.163802293,24.8,0.115,0.068,0.183,8.61861,6.850874,22.67,30.22
9,MB,C7,tan,HIGH,5,30,3.L,,0.01302,10,29,7,6,8.5,2,0,0,8,8,68.7614399,0.034697605,0.006755675,0.002432847,0.0543671,0.076586466,0.061773555,16.9,0.039,0.031,0.07,2.98496,4.714689,19.41,24.29
9,MB,C7,red,HIGH,5,30,3.L,,0.00924,8,31,7,6,8.3,3,0,0,7,7,69.63249516,0.050893758,0.005939569,0.003771479,0.03635016,0.100945295,0.057881872,15.3,0.037,0.022,0.059,3.082447,5.418084,22.26,24.34
9,MB,C7,none,HIGH,5,30,3.L,,0.00084,1,33,,,4.3,3,0,0,3,3,,,,,0,,,4.3,0.003,0.002,0.005,0.3416,,,
9,MB,C7,blue,HIGH,5,30,3.L,LF,0.00042,1,35,5,4.5,6,3,0,0,3,3,,,,,0,,,6,0.002,0.001,0.003,0.4368,3.0461,16.6,18.35
9,MB,C9,none,LOW,1,30,3.L,,0.01134,7,33,6,,9.1,3,0,0,6,6,60.80763199,0.0361791,0.014657402,0.00118273,0.06636546,0.071499054,0.068076658,16.3,0.036,0.027,0.063,2.602578,5.91162,21.45,27.56
9,SJER,A1,red,Interrmediate,3,30,3.L,F,0.02814,15,29,9,5.5,11,3,0,0,10,10,77.31531709,0.072033753,0.011486438,0.000687223,0.129001539,0.164135825,0.140712968,29.2,0.09,0.067,0.157,6.663048,5.60567,21.94,25.55
9,SJER,A1,tan,Interrmediate,3,30,3.L,,0.02436,26,29,11,9,10.3,3,1.945910149,6,10,16,77.04117237,0.083759816,0.014176425,0.000981197,0.222569871,0.246676469,0.230605403,31.4,0.127,0.058,0.185,5.82774,5.820208,22.24,26.17
9,SJER,A1,blue,Interrmediate,3,30,3.L,LF,0.0147,7,,7,4.5,8.4,3,0,0,6,6,68.67963153,0.057970189,0.011259459,0.002640506,0.059514281,0.100117957,0.07304884,18.5,0.037,0.035,0.072,5.54624,4.215316,19.94,21.14
9,SJER,A2,none,Interrmediate,4,30,3.L,F,0.0378,22,29,9,5.5,14.8,3,1.945910149,6,9,15,66.62138154,0.170234908,0.045443728,0.007696896,0.350867851,0.440670829,0.380802177,33.2,0.177,0.09,0.267,,,,
9,SJER,A2,lightblue,Interrmediate,4,30,3.L,,0.03738,34,23,12,10,9.8,3,2.302585093,9,12,21,81.36261697,0.137994891,0.014476447,0.001885739,0.255509285,0.419888033,0.310302201,35.3,0.195,0.089,0.284,6.749836,6.200238,25.39,24.42
9,SJER,A2,brown,Interrmediate,4,30,3.L,,0.0189,14,29,10,5,9.7,3,0,0,9,9,64.68030438,0.061171077,0.015052928,0.003168608,0.112681922,0.1629937,0.129452515,26.2,0.08,0.045,0.125,6.42135,4.778492,20.36,23.47
9,SJER,A2,red,Interrmediate,4,30,3.L,LF,0.01218,9,31,8,6,11.1,3,0,0,7,7,64.17445483,0.04666078,0.008620523,0.004453204,0.051969438,0.104684612,0.069541163,21.1,0.043,0.029,0.072,1.93285,5.330526,21.66,24.61
9,SJER,A3,lightblue,Interrmediate,4,30,3.L,F,0.0084,13,39,7,5.5,10.3,3,0,0,8,8,67.47061384,0.074858356,0.017592904,0.002867015,0.102541498,0.133384057,0.112822351,20.4,0.033,0.02,0.053,2.752458,5.028448,22.94,21.92
9,SJER,A3,red,Interrmediate,4,30,3.L,,0.00462,9,33,7,2,7.1,2,0,0,7,7,54.60351251,0.013779485,0.006945584,0.002138245,0.046371989,0.038670067,0.043804682,22.7,0.024,0.011,0.035,2.510178,4.65618,21.86,21.3
9,SJER,A3,brown,Interrmediate,4,30,3.L,,0.00336,7,29,7,2.5,9.3,3,0,0,6,6,78.87889803,0.027427502,0.004516036,1.42E-05,0.036206825,0.042990825,0.038468158,18.44,0.021,0.008,0.029,3.169748,5.248914,23.74,22.11
9,SJER,A3,none,Interrmediate,4,30,3.L,LF,0.00084,4,35,7,6.5,11,3,0,0,4,4,29.58977808,0.004561589,0.005654862,0.001105761,0.009896009,0.012628406,0.010806808,14,0.01,0.002,0.012,1.714164,2.980572,16.44,18.13
9,SJER,A9,grey,HIGH,7,30,3.L,F,0.00882,16,,8,2.5,16.2,3,1.609437912,4,7,11,82.90499344,0.110521293,0.010293891,0.001188228,0.104126665,0.194599745,0.134284359,26.3,0.061,0.021,0.082,4.892649,5.393994,23.26,23.19
9,SJER,A9,red,HIGH,7,30,3.L,,0.00756,10,31,5,6,10.1,3,0,0,7,7,71.82756527,0.042275199,0.010576948,0.000754767,0.064519384,0.06641659,0.065151786,18.3,0.045,0.018,0.063,3.186293,5.340237,22.89,23.33
9,SJER,A9,lightblue,HIGH,7,30,3.L,,0.00504,7,35,6,9,10.2,3,0,0,6,6,77.73429006,0.061771513,0.00845339,0.000588106,0.049210808,0.081138944,0.05985352,16.3,0.029,0.012,0.041,2.199165,4.3665,20.5,21.3
9,SJER,A9,tan,HIGH,7,30,3.L,,0.00378,5,37,6,4,13.2,3,0,0,5,5,62.84887925,0.027989368,0.010228624,0.001056674,0.050850875,0.052511284,0.051404345,17.4,0.021,0.009,0.03,2.045408,3.844497,19.93,19.29
9,SJER,A9,brown,HIGH,7,30,3.L,,0.00294,5,,6,4.5,13.2,4,0,0,6,6,60.47615992,0.028126027,0.01136235,0.000912318,0.038631989,0.037611901,0.038291959,15.3,0.016,0.007,0.023,1.505504,3.98687,21.05,18.94
9,SJER,A9,blue,HIGH,7,30,3.L,,0.00126,3,37,5,6,9.2,2,0,0,3,3,,,,,0,,,11.3,0.009,0.003,0.012,1.091778,3.44812,17.45,19.76
9,SJER,A9,black,HIGH,7,30,3.L,LF,0.00042,1,,5,4.5,5.5,3,0,0,3,3,,,,,0,,,5.5,0.003,0.001,0.004,0.507,1.9836,14.5,13.68
9,SJER,C2,none,LOW,1,30,3.L,,0.0777,48,35,8,12,14.8,3,2.890371758,17,11,28,78.83049593,0.570123187,0.043972207,0.00738902,0.3187985,1.145094475,0.594230492,34.8,0.364,0.185,0.549,9.32178,7.938234,28.09,28.26
9,SJER,C5,lightblue,Interrmediate,2,30,3.L,F,0.01302,17,31,9,18,9.2,2,1.098612289,2,10,12,73.26943557,0.140059622,0.025488662,0.001320253,0.189694466,0.340681049,0.240023327,38.7,0.122,0.031,0.153,7.237074,5.190884,24.52,21.17
9,SJER,C5,none,Interrmediate,2,30,3.L,LF,0.00714,11,33,7,,8.5,3,0,0,9,9,81.06550218,0.033169771,0.00240528,0.000311881,0.020108139,0.070928384,0.037048221,20.9,0.026,0.017,0.043,4.210508,4.076844,18.77,21.72
9,SJER,D1,lightblue,Interrmediate,4,30,3.L,F,0.07896,45,27,8,6.5,9.5,3,3.135494216,22,13,35,86.605464,0.332081771,0.01416488,0.003214711,0.237470039,0.857535671,0.444158583,28.5,0.321,0.188,0.509,9.91195,6.504954,26.54,24.51
9,SJER,D1,tan,Interrmediate,4,30,3.L,,0.0525,31,29,11,5,11.2,3,1.791759469,5,12,17,89.3579476,0.234730337,0.008312647,0.001064371,0.136327413,0.516492711,0.263049179,24.6,0.164,0.125,0.289,6.67145,5.46744,25.08,21.8
9,SJER,D1,red,Interrmediate,4,30,3.L,,0.03864,22,29,12,6,12.4,3,1.386294361,3,11,14,75.88495575,0.211202813,0.021124051,0.004580438,0.154205573,0.473945922,0.26078569,29.2,0.182,0.092,0.274,7.51053,6.50592,28.8,22.59
9,SJER,D1,none,Interrmediate,4,30,3.L,LF,0.0063,7,33,5,5.5,7.1,3,0,0,7,7,77.52522028,0.026720703,0.002806932,0.001314049,0.029855551,0.047069403,0.035593502,11.7,0.021,0.015,0.036,,,,
10,BS,D3,none,Interrmediate,2,30,3.L,F,0.04116,17,31,,,9.1,3,1.609437912,4,9,13,74.36192669,0.094345875,0.010887494,0.003529891,0.097080158,0.225506315,0.139888877,21.4,0.117,0.098,0.215,7.498964,,,
10,BS,D3,lightblue,Interrmediate,2,30,3.L,LF,0.01176,10,31,,,7.6,3,0,0,8,8,75.70422535,0.0232352,0.002775909,0.000884672,0.027932584,0.053235028,0.036366732,16.1,0.044,0.028,0.072,5.3665836,,,
10,IS,A7,none,LOW,1,30,3.L,,0.01806,9,33,,,10.3,4,0,0,8,8,75.72764388,0.056450445,0.006183592,0.001058323,0.037330571,0.107856675,0.060839273,16.3,0.065,0.043,0.108,4.22532,,,
10,IS,C2,none,Interrmediate,2,30,3.L,F,0.01092,8,31,,,6.4,3,0,0,6,6,72.56396298,0.01800728,0.00314159,0.000424743,0.021402082,0.034551521,0.025785228,10.9,0.03,0.026,0.056,4.651284,,,
10,IS,C2,red,Interrmediate,2,30,3.L,LF,0.0105,8,31,,,6.3,4,0,0,7,7,65.35677353,0.011763998,0.002602415,0.000706858,0.015614488,0.025238356,0.018822444,9,0.027,0.025,0.052,4.134936,,,
10,IS,C3,red,Interrmediate,2,30,3.L,F,0.0084,7,31,,,6,3,0,0,6,6,75.38659794,0.014335075,0.001976688,0.000241274,0.013988872,0.022905333,0.016961026,9.2,0.019,0.02,0.039,2.458041,,,
10,IS,C3,none,Interrmediate,2,30,3.L,LF,0.00798,7,33,,,6.2,3,0,0,6,6,62.65888011,0.010887494,0.004313796,0.000418146,0.027541927,0.020403842,0.025162565,8.3,0.026,0.019,0.045,2.6286,,,
10,IS,C4,none,LOW,1,30,3.L,,0.00588,4,31,,,5.4,3,0,0,4,4,35.17369727,0.00721419,0.011889347,0.000962112,0.043990585,0.022625888,0.03686902,7.4,0.012,0.014,0.026,2.878336,,,
10,MB,A4,lightblue,Interrmediate,2,30,3.L,F,0.01848,8,29,,,10.2,3,0,0,7,7,77.53538718,0.035471064,0.004977457,0.000998711,0.05972948,0.074679521,0.064712827,18,0.068,0.044,0.112,4.14295,,,
10,MB,A4,none,Interrmediate,2,30,3.L,LF,0.00756,6,29,,,7.4,3,0,0,5.5,5.5,63.10175482,0.016587595,0.005295464,0.000561108,0.029432928,0.032005729,0.030290528,11.95,0.0305,0.018,0.0485,3.206742,,,
10,MB,A5,none,LOW,1,30,3.L,,0.01554,12,29,,,6.5,3,0,0,8,8,59.18762089,0.021629847,0.006636609,0.002862774,0.044133449,0.052881795,0.047049564,13.3,0.038,0.037,0.075,3.35111,,,
10,MB,A6,none,LOW,1,30,3.L,,0.01974,10,31,,,9.1,3,0,0,8,8,82.62150221,0.058644924,0.004789668,0.000998711,0.055423302,0.100496087,0.070447564,16.2,0.064,0.047,0.111,4.976595,,,
10,MB,B3,blue,HIGH,6,30,3.L,F,0.021,10,29,,,6.3,3,0,0,9,9,75.29637937,0.078072438,0.008552979,0.002655665,0.023948341,0.061800573,0.036565751,7,0.079,0.05,0.129,3.57816,,,
10,MB,B3,red,HIGH,6,30,3.L,,0.01974,10,29,,,7.5,3,0,0,9,9,72.36118747,0.048380879,0.007696896,0.002255426,0.063499388,0.103011558,0.076670111,16.5,0.069,0.047,0.116,5.41205,,,
10,MB,B3,lightblue,HIGH,6,30,3.L,,0.01092,6,29,,,9,4,0,0,7,7,75.15502274,0.028842624,0.003438156,0.000660519,0.023886137,0.057237571,0.035003282,13.2,0.037,0.026,0.063,3.591832,,,
10,MB,B3,grey,HIGH,6,30,3.L,,0.0063,5,27,,,5,4,0,0,6,6,58.23813151,0.013332594,0.005741334,0.000924727,0.025152512,0.022822238,0.024375754,9.2,0.02,0.015,0.035,0.460009,,,
10,MB,B3,brown,HIGH,6,30,3.L,,0.00588,5,31,,,8.2,3,0,0,5,5,72.09167392,0.013857161,0.002352423,0.000690207,0.019905114,0.024695646,0.021501958,11,0.025,0.014,0.039,3.00288,,,
10,MB,B3,none,HIGH,6,30,3.L,LF,0,1,31,,,3,3,0,0,3,3,,,,,0,,,3,0.002,0,0.002,2.236956,,,
10,MB,B4,red,Interrmediate,2,30,3.L,F,0.06132,24,25,,,13.2,3,2.63905733,13,10,23,80.23321957,0.192314631,0.013879545,0.004241147,0.163778627,0.469769964,0.265775739,23.6,0.285,0.146,0.431,8.889347,,,
10,MB,B4,none,Interrmediate,2,30,3.L,LF,0.04032,18,25,,,8.2,3,1.098612289,2,12,14,78.35550181,0.123671832,0.010463458,0.0029044,0.08998574,0.237189849,0.139053777,21.5,0.125,0.096,0.221,4.83149,,,
10,MB,C9,none,HIGH,6,30,3.L,F,0.01596,9,25,,,8.5,3,0,0,8,8,81.07692308,0.061588987,0.005372119,0.001108353,0.044107924,0.105001363,0.064405737,15.6,0.052,0.038,0.09,4.422054,,,
10,MB,C9,tan,HIGH,6,30,3.L,,0.01176,3,31,,,7.2,3,0,0,3,3,,,,,0,,,7.2,0.026,0.028,0.054,2.00598,,,
10,MB,C9,brown,HIGH,6,30,3.L,,0.0105,7,28,,,7.2,3,0,0,6,6,70.80651268,0.032311253,0.00480946,0.001089503,0.029543827,0.067152429,0.042080027,12.9,0.035,0.025,0.06,4.114329,,,
10,MB,C9,lightblue,HIGH,6,30,3.L,,0.0105,5,28,,,7,3,0,0,5,5,64.43914081,0.015904299,0.004751655,0.00119459,0.023758274,0.028062253,0.025192934,10,0.022,0.025,0.047,2.472751,,,
10,MB,C9,red,HIGH,6,30,3.L,,0.00378,3,31,,,5.6,3,0,0,4,4,59.22836288,0.012669404,0.006561525,0.000430084,0.020504765,0.018878992,0.019962841,7.5,0.014,0.009,0.023,1.677429,,,
10,MB,C9,blue,HIGH,6,30,3.L,LF,0.00252,5,28,,,7,3,0,0,5,5,75.08650519,0.011930188,0.001701171,0.000294524,0.010207026,0.019526945,0.013313666,9,0.019,0.006,0.025,1.966892,,,
10,MB,D1,lightblue,HIGH,7,30,3.L,F,0.03528,13,21,,,9.5,3,0,0,11,11,80.93346574,0.146070583,0.011175892,0.003958403,0.102911341,0.261825962,0.155882881,22.1,0.119,0.084,0.203,8.00982,,,
10,MB,D1,black,HIGH,7,30,3.L,,0.01512,7,27,,,9.2,3,0,0,7,7,73.6744186,0.057476017,0.009348194,0.000643398,0.056837018,0.110116499,0.074596845,15.2,0.053,0.036,0.089,3.481192,,,
10,MB,D1,none,HIGH,7,30,3.L,,0.00924,5,29,,,6,3,0,0,8,8,70.88846881,0.015462513,0.003827556,0.000356256,0.033901212,0.028968444,0.032256956,12.4,0.035,0.022,0.057,6.542775,,,
10,MB,D1,brown,HIGH,7,30,3.L,,0.00924,5,27,,,6.3,4,0,0,7,7,74.97656982,0.02513272,0.003206307,0.000637114,0.028398717,0.051986403,0.036261279,12.4,0.035,0.022,0.057,3.55923,,,
10,MB,D1,blue,HIGH,7,30,3.L,,0.00672,5,27,,,9.2,4,0,0,6,6,63.31034483,0.017520176,0.003463603,0.001672425,0.016902383,0.038720254,0.024175006,12.2,0.03,0.016,0.046,2.32,,,
10,MB,D1,red,HIGH,7,30,3.L,,0.00672,2,29,,,7.5,3,0,0,4,4,71.99265381,0.010344628,0.002020435,0.000169646,0.009140063,0.012236493,0.010172207,9.5,0.021,0.016,0.037,1.91532,,,
10,MB,D1,tan,HIGH,7,30,3.L,LF,0.0063,5,27,,,5.9,4,0,0,7,7,71.38536699,0.014652753,0.003257201,0.000141372,0.01845747,0.024037169,0.020317369,10.2,0.022,0.015,0.037,2.72349,,,
10,MB,D2,tan,HIGH,6,30,3.L,F,0.04284,19,23,,,12.3,4,1.945910149,6,11,17,76.3507326,0.075959719,0.007167538,0.00394081,0.107035228,0.212531077,0.142200511,22.4,0.148,0.102,0.25,7.810803,,,
10,MB,D2,grey,HIGH,6,30,3.L,,0.03864,12,29,,,10.2,4,1.609437912,4,9,13,76.43027414,0.081589056,0.013078282,0.001838537,0.106409659,0.146392361,0.119737226,17.9,0.141,0.092,0.233,6.1696,,,
10,MB,D2,red,HIGH,6,30,3.L,,0.0378,14,25,,,12.2,4,1.791759469,5,8,13,78.08750231,0.093686926,0.01249159,0.003320975,0.115894198,0.15559019,0.129126195,16.7,0.139,0.09,0.229,3.907792,,,
10,MB,D2,brown,HIGH,6,30,3.L,,0.03024,12,29,,,11,4,1.609437912,4,8,12,80.16627078,0.071569347,0.008370767,0.00034636,0.064454902,0.112883769,0.080597858,15.4,0.088,0.072,0.16,5.47575,,,
10,MB,D2,blue,HIGH,6,30,3.L,,0.02058,8,33,,,8.6,3,0,0,6,6,76.13168724,0.043545972,0.003677074,0.002748263,0.025126672,0.073597676,0.041283673,12.3,0.058,0.049,0.107,3.556872,,,
10,MB,D2,lightblue,HIGH,6,30,3.L,LF,0.02016,7,31,,,10.1,4,0,0,7,7,67.80886886,0.059739454,0.013359611,0.003563741,0.086519389,0.110627322,0.094555366,13.6,0.077,0.048,0.125,2.91252,,,
10,MB,D6,none,Interrmediate,4,30,3.L,F,0.03192,13,27,,,9.5,3,0,0,10,10,77.69784173,0.085883217,0.00795215,0.004977457,0.089682577,0.178966565,0.119443906,20.3,0.099,0.076,0.175,4.54741,,,
10,MB,D6,tan,Interrmediate,4,30,3.L,,0.02646,12,25,,,12.2,4,0,0,9,9,77.72201615,0.076653854,0.008461559,0.001056674,0.071923247,0.158058105,0.100634867,20.4,0.097,0.063,0.16,5.7921,,,
10,MB,D6,red,Interrmediate,4,30,3.L,,0.01596,8,27,,,8,3,0,0,8,8,80.13245033,0.062094626,0.007051299,0.000439823,0.05711552,0.095686627,0.069972556,16.2,0.048,0.038,0.086,2.9016,,,
10,MB,D6,lightblue,Interrmediate,4,30,3.L,LF,0.01092,7,27,,,6,3,0,0,8,8,73.6791081,0.02268228,0.002647418,0.00159043,0.026474179,0.052071854,0.035006737,12,0.031,0.026,0.057,2.408497,,,
10,MB,D8,tan,Interrmediate,4,30,3.L,F,0.01008,5,29,,,8.1,3,0,0,5,5,73.76637859,0.040731971,0.007354148,0.000608212,0.036476574,0.049123158,0.040692102,12.4,0.026,0.024,0.05,2.7882,,,
10,MB,D8,none,Interrmediate,4,30,3.L,,0.00966,8,29,,,7.3,3,0,0,7,7,77.52667922,0.036858705,0.003394331,0.002159843,0.023571742,0.056573164,0.034572216,12.5,0.039,0.023,0.062,2.799615,,,
10,MB,D8,red,Interrmediate,4,30,3.L,,0.00126,2,31,,,6,3,0,0,4,4,74.11444142,0.01162137,0.00203575,3.14E-05,0.007735851,0.014098828,0.009856843,7.6,0.006,0.003,0.009,1.147925,,,
10,MB,D8,blue,Interrmediate,4,30,3.L,LF,0.00084,1,31,,,3.5,3,0,0,3,3,,,,,0,,,3.5,0.003,0.002,0.005,0.385398,,,
10,MB,D9,none,Interrmediate,3,30,3.L,F,0.02016,13,31,,,7.5,3,1.098612289,2,8,10,75.3076292,0.029416592,0.004751027,0.001216424,0.057408238,0.070265587,0.061694021,14.5,0.065,0.048,0.113,4.557356,,,
10,MB,D9,brown,Interrmediate,3,30,3.L,,0.0168,3,31,,,5.2,2,0,0,3,3,,,,,0,,,8.7,0.07,0.04,0.11,0.89,,,
10,MB,D9,red,Interrmediate,3,30,3.L,LF,0.0126,10,31,,,8.1,3,0.693147181,1,7,8,66.01832503,0.035804466,0.00808174,0.002326662,0.052338889,0.077103729,0.060593836,13.6,0.046,0.03,0.076,2.616756,,,
10,SJER,A3,red,Interrmediate,3,30,3.L,F,0.0084,9,29,,,11,4,1.098612289,2,6,8,72.37318841,0.038404995,0.00452389,0.001731801,0.028229071,0.071240423,0.042566188,15.6,0.038,0.02,0.058,1.48086,,,
10,SJER,A3,blue,Interrmediate,3,30,3.L,,0.0063,6,33,,,12.2,4,0,0,6,6,74.49947313,0.033649728,0.003193112,0.001368477,0.023112049,0.067390247,0.037871449,15.2,0.034,0.015,0.049,3.0411,,,
10,SJER,A3,brown,Interrmediate,3,30,3.L,LF,0.00252,5,31,,,11,4,0,0,6,6,74.29061131,0.025429836,0.003015926,0.000918915,0.018472549,0.044963339,0.027302813,14.7,0.024,0.006,0.03,0.79887,,,
10,SJER,A8,red,Interrmediate,2,30,3.L,F,0.02688,14,29,,,12.8,3,0,0,9,9,84.54458902,0.232245182,0.016140233,0.001838537,0.191983822,0.460478947,0.281482197,22.6,0.116,0.064,0.18,7.360112,,,
10,SJER,A8,none,Interrmediate,2,30,3.L,LF,0.02226,15,29,,,12.4,3,0,0,11,11,78.24519231,0.076080513,0.008895098,0.001360937,0.082108596,0.158524631,0.107580608,24,0.074,0.053,0.127,6.563602,,,
10,SJER,A9,none,LOW,1,30,3.L,,0.01596,9,39,,,9.1,3,0,0,7,7,75.3914704,0.043720566,0.005515454,0.001528069,0.046550431,0.081699404,0.058266756,21.1,0.051,0.038,0.089,4.18112,,,
10,SJER,B5,brown,Interrmediate,3,30,3.L,F,0.01386,11,31,,,14.1,3,0,0,8,8,81.8443804,0.098187882,0.008847581,0.001885739,0.093598098,0.178111071,0.121769089,20.1,0.057,0.033,0.09,3.790248,,,
10,SJER,B5,red,Interrmediate,3,30,3.L,,0.0042,5,33,,,7,3,0,0,5,5,44.07407407,0.011916444,0.006128457,0.002020435,0.018998216,0.030860231,0.022952221,9.3,0.016,0.01,0.026,1.415328,,,
10,SJER,B5,none,Interrmediate,3,30,3.L,LF,0.00042,2,33,,,5.5,3,0,0,3,3,,,,,0,,,5.5,0.003,0.001,0.004,0.985732,,,
10,SJER,B7,brown,HIGH,7,30,3.L,F,0.01008,9,29,,,10.4,3,0,0,7,7,78.01964939,0.028627739,0.003750509,0.000565486,0.033975196,0.054428047,0.040792813,15.4,0.044,0.024,0.068,2.157061,,,
10,SJER,B7,red,HIGH,7,30,3.L,,0.00798,6,31,,,11.5,3,0,0,6,6,70.73509015,0.032444771,0.005515454,0.001848354,0.033092724,0.057614797,0.041266748,15,0.03,0.019,0.049,1.90495,,,
10,SJER,B7,grey,HIGH,7,30,3.L,,0.00462,5,33,,,10.3,3,0,0,5,5,80.85437565,0.031209733,0.001967185,0.000792623,0.011289932,0.041811107,0.021463657,13.2,0.023,0.011,0.034,1.577685,,,
10,SJER,B7,tan,HIGH,7,30,3.L,,0.00378,3,33,,,7.5,3,0,0,4,4,46.93036671,0.011987208,0.009975177,0.00175929,0.02774346,0.02128117,0.025589363,8.9,0.015,0.009,0.024,1.441716,,,
10,SJER,B7,lightblue,HIGH,7,30,3.L,,0.00252,3,33,,,8.7,3,0,0,5,5,78.22308064,0.018321753,0.001443168,0.000858675,0.010679443,0.026262711,0.015873865,11.1,0.016,0.006,0.022,1.01156,,,
10,SJER,B7,none,HIGH,7,30,3.L,,0.00084,2,37,,,7.1,4,0,0,4,4,35.21801629,0.002828609,0.003345165,0.000723822,0.01079576,0.008300356,0.009963958,7.1,0.004,0.002,0.006,0.35967,,,
10,SJER,B7,blue,HIGH,7,30,3.L,LF,0,1,41,,,3.2,3,0,0,3,3,,,,,0,,,3.2,0.002,0,0.002,0.23426,,,
10,SJER,B8,none,HIGH,7,30,3.L,F,0.00756,8,25,,,10.3,3,0,0,6,6,72.34726688,0.028627739,0.004342934,0.000684238,0.029676716,0.055283188,0.038212206,16.4,0.022,0.018,0.04,2.8764,,,
10,SJER,B8,grey,HIGH,7,30,3.L,,0.00378,4,29,,,9.4,3,0,0,5,5,60.6841612,0.015052928,0.005105084,0.000801577,0.024150973,0.029971358,0.026091101,12.3,0.016,0.009,0.025,2.915056,,,
10,SJER,B8,lightblue,HIGH,7,30,3.L,,0.00336,3,29,,,7.9,3,0,0,4,4,40.77800134,0.010887494,0.007099679,0.002986474,0.020840994,0.026076257,0.022586082,9.1,0.009,0.008,0.017,1.897758,,,
10,SJER,B8,red,HIGH,7,30,3.L,,0.00294,4,29,,,6.2,4,0,0,5,5,59.09200096,0.015843038,0.003926988,0.002042897,0.01570795,0.025424888,0.018946929,8,0.01,0.007,0.017,1.37751,,,
10,SJER,B8,brown,HIGH,7,30,3.L,,0.0021,3,29,,,6,3,0,0,4,4,68.75,0.018246355,0.003801324,0.00015708,0.012468342,0.026224737,0.017053807,8.2,0.01,0.005,0.015,2.081376,,,
10,SJER,B8,tan,HIGH,7,30,3.L,,0.00126,3,29,,,6.2,2,0,0,3,3,,,,,0,,,7.12,0.005,0.003,0.008,0.6794,,,
10,SJER,B8,blue,HIGH,7,30,3.L,LF,0,1,33,,,4.9,3,0,0,3,3,,,,,0,,,4.9,0.002,0,0.002,0.24786,,,
10,SJER,B9,tan,HIGH,7,30,3.L,F,0.00924,8,27,,,8.5,3,0,0,6,6,78.66595375,0.049456088,0.002309069,0.002493794,0.015008946,0.080944166,0.036987353,15.6,0.03,0.022,0.052,3.169336,,,
10,SJER,B9,brown,HIGH,7,30,3.L,,0.00378,6,29,,,9.3,3,0,0,6,6,80.74162679,0.038170319,0.003988563,0.00033238,0.023432806,0.047779225,0.031548279,14.1,0.022,0.009,0.031,2.52525,,,
10,SJER,B9,lightblue,HIGH,7,30,3.L,,0.00378,5,27,,,8.1,3,0,0,5,5,63.43906511,0.02835285,0.010775654,0.000415475,0.043872304,0.04277102,0.04350521,11.4,0.017,0.009,0.026,1.848216,,,
