Tray,ID,POS,plant id,Density,Final_Density,age_number,age,F_LF,yield,flower_number_1,D2Flowering,flower_node,pollen_avg,ff_height,ff_node,,auxnode,main_node_number,total_node_number,prop_early_growth,lowervolume,midrvolume,upvolume,Huber_Volume,Smalian_Volume,Newton_Volume,final_height,veg_weight,repro_weight,total_weight,leaf_area,flower_area,corolla,petal
16,SJER,C6,brown,Interrmediate,3,30,3.L,LF,0.00084,3,,,,5.1,2,0,0,4,4,53.88471178,0.0043566,0.001539536,0.001201658,0.006414734,0.008096466,0.006975312,7.5,0.008,0.002,0.01,2.04222,,,
16,SJER,C9,none,LOW,1,30,3.L,,0.01428,14,,,,8.6,3,0,0,10,10,74.51006182,0.045827551,0.007598407,0.001216424,0.066632181,0.112322053,0.081862139,22.8,0.053,0.034,0.087,3.088569,,,
16,SJER,D5,none,LOW,1,30,3.L,,0.01344,8,,,,9.5,3,0,0,7,7,68.34701055,0.040797709,0.010895034,0.00119459,0.073723064,0.090256546,0.079234225,20.3,0.042,0.032,0.074,4.726155,,,
17,BS,A4,purple,Interrmediate,2,0,1.E,F,0.0105,6,39,4,5,13.1,4,0,0,6,6,75.14973206,0.083695728,0.011044652,0.001885739,0.068918631,0.150714325,0.096183862,15.6,0.057,0.025,0.082,4.492752,4.649021,21.905,21.17
17,BS,A4,none,Interrmediate,2,0,1.E,LF,0.0063,6,37,5,15,8,3,0,0,5,5,69.91897949,0.033129952,0.004908734,0.001282947,0.021794781,0.051893373,0.031827645,11.1,0.029,0.015,0.044,2.836728,4.504492,20.845,21.52
17,BS,A6,blue,HIGH,5,0,1.E,F,0.01806,10,33,4,3.5,8.5,3,0,0,8,8,71.2330126,0.094186989,0.013969865,0.002733969,0.080559557,0.213118004,0.124745706,17.3,0.077,0.043,0.12,4.18132,6.085033,24.01,25.33
17,BS,A6,red,HIGH,5,0,1.E,,0.0063,5,37,3,5.5,7.2,3,0,0,5,5,60.0837404,0.049905571,0.016724254,0.002150261,0.055906793,0.07649968,0.062771089,11.7,0.04,0.015,0.055,3.224096,3.98022,18.225,21.845
17,BS,A6,redt,HIGH,5,0,1.E,,0.0063,2,41,,,6,3,0,0,3,3,67.88990826,0.032901401,0.007793107,0.000692721,0.018703456,0.033186971,0.023531294,6,0.015,0.015,0.03,1.538145,,,
17,BS,A6,pink,HIGH,5,0,1.E,,0.00588,6,37,4,6,7.1,3,0,0,5,5,61.27760252,0.033869089,0.010463458,0.003117243,0.041435294,0.06333092,0.048733836,9.9,0.027,0.014,0.041,2.95816,3.151007,16.54,19.035
17,BS,A6,none,HIGH,5,0,1.E,LF,0.00126,2,39,,,6.5,3,0,0,3,3,,,,,0,,,6.5,0.004,0.003,0.007,1.260888,,,
17,BS,B2,purple,Interrmediate,2,0,1.E,F,0.01302,8,41,,,14.2,5,1.098612289,2,7,9,75.40106952,0.078072438,0.009771602,0.001976688,0.072472711,0.152501654,0.099149025,17.8,0.06,0.031,0.091,3.981408,,,
17,BS,B2,none,Interrmediate,2,0,1.E,LF,0.00336,4,43,,,11,4,0,0,5,5,67.70237122,0.02991422,0.005694132,0.001443168,0.024150973,0.046799756,0.031700567,12.3,0.021,0.008,0.029,3.1484,,,
17,BS,B6,redt,Interrmediate,3,0,1.E,,0.0042,4,41,,,9,3,0,0,4,4,71.78338762,0.022708355,0.003817032,0.000817128,0.016699514,0.032491895,0.021963641,10.5,0.022,0.01,0.032,1.80525,,,
17,BS,B6,bluet,Interrmediate,3,0,1.E,,0.0042,4,39,,,9,3,0,0,4,4,56.43013652,0.024454451,0.007853975,0.001791884,0.020027636,0.040736212,0.026930495,10.2,0.028,0.01,0.038,1.544565,,,
17,BS,B6,lightbluet,Interrmediate,3,0,1.E,LF,0,1,43,,,3,3,0,0,3,3,,,,,0,,,3,0.002,0,0.002,0.69886,,,
17,BS,C3,blue,Interrmediate,2,0,1.E,F,0.00798,11,35,4,7.5,10.1,3,1.386294361,3,6,9,72.39243447,0.061171077,0.011763998,0.001884954,0.071074154,0.089745212,0.07729784,14.5,0.059,0.019,0.078,4.444308,4.053483,19.835,20.43
17,BS,C3,black,Interrmediate,2,0,1.E,LF,0.00546,5,37,5,1,10.1,3,0,0,6,6,72.64072848,0.064507838,0.010618574,0.002081932,0.047119923,0.088652371,0.060964072,14.2,0.035,0.013,0.048,1.994453,4.986716,21.91,22.76
17,BS,C5,none,LOW,1,0,1.E,,0.01722,12,37,6,17.5,12.1,3,1.791759469,5,8,13,76.25845229,0.194192673,0.022169415,0.00436414,0.142623238,0.342407942,0.209218139,19.3,0.152,0.041,0.193,6.50232,5.371803,24.63,21.81
17,BS,D2,none,LOW,1,0,1.E,,0.01218,8,35,3,16,9.5,3,0,0,6,6,77.12196203,0.142672168,0.0200296,0.002336086,0.123382334,0.199448554,0.148737741,15.4,0.06,0.029,0.089,5.866564,5.27609,22.13,23.845
17,IS,B5,redt,Interrmediate,2,0,1.E,F,0.0042,4,39,3,10.5,4.5,3,0,0,4,4,62.1761658,0.002714334,0.000918915,4.52E-05,0.003958403,0.005383429,0.004433412,5.6,0.008,0.01,0.018,0.752695,2.6955945,16.43,16.365
17,IS,B5,none,Interrmediate,2,0,1.E,LF,0.00168,3,37,3,6,3.2,3,0,0,4,4,32.15811966,0.00101654,0.000990779,0.000314159,0.002972337,0.003974308,0.003306327,4.5,0.005,0.004,0.009,0.93392,2.265914,14.26,15.89
17,IS,B9,redt,Interrmediate,3,0,1.E,,0.00126,2,41,,,4,3,0,0,3,3,,,,,0,,,4,0.008,0.003,0.011,1.19596,,,
17,IS,B9,brownt,Interrmediate,3,0,1.E,,0.00126,2,43,,,3,2,0,0,2,2,,,,,0,,,3,0.007,0.003,0.01,0.570024,,,
17,IS,B9,lightbluet,Interrmediate,3,0,1.E,LF,0.00084,1,43,,,2.3,3,0,0,3,3,,,,,0,,,2.3,0.009,0.002,0.011,0.580869,,,
17,IS,C7,lightbluet,HIGH,5,0,1.E,F,0.00798,6,37,3,6.5,3.5,3,0,0,5,5,54.8526002,0.011965688,0.005982844,0.000752646,0.022809593,0.023554582,0.023057922,6.1,0.017,0.019,0.036,1.741104,4.306209,22.185,19.325
17,IS,C7,redt,HIGH,5,0,1.E,,0.00504,4,39,3,1.5,4.3,3,0,0,4,4,62.84153005,0.016619011,0.004825482,0.001256636,0.015441543,0.018970177,0.016617754,4.8,0.009,0.012,0.021,0.690561,2.792232,16.74,16.68
17,IS,C7,brownt,HIGH,5,0,1.E,,0.00378,4,37,3,,4,3,0,0,4,4,54.4490277,0.004789668,0.002451461,0.000181584,0.008485827,0.008208386,0.008393347,4.5,0.014,0.009,0.023,1.313574,2.3962555,15.605,15.35
17,IS,C7,none,HIGH,5,0,1.E,,0.00126,2,43,3,2,3.5,3,0,0,3,3,,,,,0,,,3.5,0.007,0.003,0.01,0.802493,,,
17,IS,C7,n2,HIGH,5,0,1.E,LF,0.00084,2,,,,2.5,3,0,0,3,3,,,,,0,,,2.5,0.01,0.002,0.012,,,,
17,IS,C9,brownt,Interrmediate,2,0,1.E,F,0.00336,3,41,,,3,3,0,0,3,3,,,,,0,,,4.7,0.013,0.008,0.021,1.30305,,,
17,IS,C9,none,Interrmediate,2,0,1.E,LF,0.00084,3,45,,,2.2,3,0,0,3,3,,,,,0,,,4,0.003,0.002,0.005,0.891924,,,
17,IS,D3,lightbluet,Interrmediate,4,0,1.E,F,0.00168,3,37,3,3,4,2,0,0,3,3,,,,,0,,,5,0.006,0.004,0.01,1.043188,2.8811625,16.645,16.485
17,IS,D3,brownt,Interrmediate,4,0,1.E,,0.00126,2,39,4,1,4.5,3,0,0,3,3,,,,,0,,,4.5,0.005,0.003,0.008,1.31241,2.8398385,18.085,15.7
17,IS,D3,redt,Interrmediate,4,0,1.E,,0.00126,2,39,3,1,4.2,3,0,0,3,3,,,,,0,,,4.2,0.005,0.003,0.008,0.7536795,1.8390895,13.04,13.955
17,IS,D3,none,Interrmediate,4,0,1.E,LF,0,1,43,,,2.5,3,0,0,3,3,,,,,0,,,2.5,0.02,0,0.02,0.4402,,,
17,IS,D7,pink,HIGH,7,0,1.E,F,0.00588,5,35,3,4,4.8,3,0,0,5,5,67.08595388,0.010053088,0.003216988,0.00033026,0.019301929,0.01706119,0.018555016,6,0.012,0.014,0.026,1.918204,4.16568,21.615,19.265
17,IS,D7,redt,HIGH,7,0,1.E,,0.00546,5,37,3,4.5,3.4,2,0,0,4,4,58.28779599,0.006433976,0.00369451,0.000113411,0.012315033,0.008751292,0.011127119,5,0.011,0.013,0.024,1.994676,2.879166,16.54,17.415
17,IS,D7,brownt,HIGH,7,0,1.E,,0.00336,5,39,4,0.5,4,2,0,0,4,4,70.52810903,0.008974266,0.002352423,9.08E-05,0.009771602,0.010708895,0.010084033,5.4,0.008,0.008,0.016,1.3108,3.054117,18.15,16.605
17,IS,D7,lightbluet,HIGH,7,0,1.E,,0.00084,2,39,3,10.5,2.8,2,0,0,2,2,,,,,0,,,2.8,0.004,0.002,0.006,0.84506,2.92068,17.08,17.1
17,IS,D7,none,HIGH,7,0,1.E,,0.00042,1,,3,0.5,3.4,2,0,0,2,2,,,,,0,,,3.4,0.003,0.001,0.004,,2.066619,14.73,14.03
17,IS,D7,bluet,HIGH,7,0,1.E,,0.00042,1,43,3,3.5,2.9,2,0,0,2,2,,,,,0,,,2.9,0.003,0.001,0.004,,,,
17,IS,D7,n2,HIGH,7,0,1.E,LF,0,1,,,,2.7,2,0,0,2,2,,,,,0,,,2.7,0.002,0,0.002,,,,
17,IS,D8,brownt,Interrmediate,3,0,1.E,F,0.00126,2,41,,,3,3,0,0,3,3,,,,,0,,,4,0.007,0.003,0.01,0.626118,,,
17,IS,D8,bluet,Interrmediate,3,0,1.E,,0.00042,2,43,,,3.2,2,0,0,2,2,,,,,0,,,3.2,0.004,0.001,0.005,0.56007,,,
17,IS,D8,none,Interrmediate,3,0,1.E,LF,0,1,,,,2.5,2,0,0,2,2,,,,,0,,,2.5,0.002,0,0.002,,,,
17,IS,D9,none,LOW,1,0,1.E,,0.00084,3,39,,,2.5,2,0,0,2,2,,,,,0,,,3.5,0.004,0.002,0.006,1.2045,,,
17,MB,A1,none,LOW,1,0,1.E,,0.0231,10,31,5,15.5,6.2,2,0,0,8,8,60.64956038,0.034510366,0.011362267,0.00159043,0.071419965,0.098100075,0.080313335,13.2,0.066,0.055,0.121,4.3829,6.1758975,27.095,22.805
17,MB,A8,none,LOW,1,0,1.E,,0.01428,6,35,3,5.5,9.1,3,0,0,5,5,69.40403566,0.053898375,0.009650964,0.00232352,0.038603858,0.072123052,0.049776923,12,0.04,0.034,0.074,3.919776,6.2231895,27.18,22.895
17,MB,A9,bluet,Interrmediate,4,0,1.E,F,0.0063,5,37,3,4,7.5,3,0,0,5,5,71.58997535,0.023265437,0.005107047,0.000229022,0.01940678,0.029673496,0.022829018,9.5,0.025,0.015,0.04,2.269036,5.1673035,23.275,22.235
17,MB,A9,redt,Interrmediate,4,0,1.E,,0.00546,3,37,4,2.5,7.5,3,0,0,4,4,75.74945162,0.018063514,0.002640506,0.000481056,0.011882279,0.023683269,0.015815942,9,0.023,0.013,0.036,2.0174,4.7722675,22.925,20.81
17,MB,A9,brownt,Interrmediate,4,0,1.E,,0.00252,2,37,3,,7,3,0,0,3,3,,,,,0,,,7,0.008,0.006,0.014,1.435752,4.6136415,22.09,20.885
17,MB,A9,none,Interrmediate,4,0,1.E,LF,0.00084,1,39,1,2,5,2,0,0,2,2,,,,,0,,,5,0.002,0.002,0.004,1.3095,5.14244,23.6,21.79
17,MB,B3,purple,HIGH,7,0,1.E,F,0.01848,12,31,6,2.5,10.2,3,1.098612289,2,8,10,75.4491018,0.07502164,0.013007753,0.001908437,0.10601319,0.127366892,0.113131091,16.3,0.082,0.044,0.126,5.386465,6.0766935,26.13,23.255
17,MB,B3,blue,HIGH,7,0,1.E,,0.01218,6,33,4,8.5,7,3,0,0,7,7,82.19178082,0.050893758,0.00369451,0.000855298,0.030294981,0.074814885,0.045134949,12.3,0.061,0.029,0.09,3.678885,5.951462,24.37,24.42
17,MB,B3,red,HIGH,7,0,1.E,,0.01218,6,31,5,9,9,3,0,0,5,5,69.07579149,0.036643506,0.008710215,0.00090572,0.048302103,0.060485425,0.052363211,12.2,0.044,0.029,0.073,3.619105,5.3714955,24.045,22.34
17,MB,B3,pink,HIGH,7,0,1.E,,0.00504,4,31,4,,7.5,3,0,0,5,5,76.08695652,0.026015507,0.003041059,0.000684238,0.014140925,0.034220162,0.020834004,9.3,0.022,0.012,0.034,2.02722,4.308304,18.83,22.88
17,MB,B3,none,HIGH,7,0,1.E,,0.00462,3,,,,6.5,3,0,0,4,4,53.74780647,0.011282078,0.006234485,0.001791884,0.022444147,0.01699286,0.020627052,7.2,0.013,0.011,0.024,,,,
17,MB,B3,black,HIGH,7,0,1.E,,0.0042,4,33,3,,8.1,3,0,0,4,4,32.50270856,0.008835722,0.011689856,0.002385645,0.027178916,0.027938553,0.027432128,9.3,0.02,0.01,0.03,1.846105,4.41723,21.9,20.17
17,MB,B3,brownt,HIGH,7,0,1.E,LF,0.00042,1,35,,,4,3,0,0,3,3,,,,,0,,,4,0.004,0.001,0.005,1.95104,,,
17,MB,B4,pink,HIGH,5,0,1.E,F,0.01554,12,31,4,1,7.8,2,0,0,7,7,73.62210004,0.052604354,0.010280146,0.00119459,0.087651775,0.104364012,0.093222521,16.2,0.069,0.037,0.106,4.579088,6.5229595,26.675,24.4
17,MB,B4,blue,HIGH,5,0,1.E,,0.0084,7,35,4,9,6,2,0,0,6,6,55.50181378,0.029416592,0.011581157,0.002010618,0.042464244,0.062224216,0.049050901,13.2,0.038,0.02,0.058,2.470284,5.28449965,24.6335,21.425
17,MB,B4,red,HIGH,5,0,1.E,,0.00714,5,35,3,3.5,7,2,0,0,4,4,54.17515275,0.042869509,0.020414052,0.001731801,0.054891117,0.067573284,0.059118506,12.1,0.04,0.017,0.057,2.989764,5.614099,26.345,21.305
17,MB,B4,black,HIGH,5,0,1.E,,0.00546,3,35,,,7.5,3,0,0,4,4,66.66666667,0.036128285,0.011945896,0.001374446,0.043005226,0.044178609,0.043396353,9,0.02,0.013,0.033,2.257299,,,
17,MB,B4,none,HIGH,5,0,1.E,LF,0.0021,2,39,3,0.5,7,2,0,0,2,2,,,,,0,,,7,0.004,0.005,0.009,1.61131,4.932419,23.775,20.64
17,MB,B7,red,HIGH,6,0,1.E,F,0.01302,8,33,,,8.4,3,0.693147181,1,5,6,64.89051882,0.060479377,0.014704997,0.004100953,0.059310156,0.094391624,0.071003979,12.1,0.062,0.031,0.093,6.581372,,,
17,MB,B7,pink,HIGH,6,0,1.E,,0.00882,6,33,,,5,2,0,0,4,4,49.28380293,0.024836704,0.011217832,0.005790579,0.028044581,0.042108105,0.032732423,7.5,0.035,0.021,0.056,4.09464,,,
17,MB,B7,blue,HIGH,6,0,1.E,,0.0063,4,33,,,5,2,0,0,4,4,59.55512031,0.043130339,0.011794785,0.004383696,0.037198939,0.065568282,0.046655387,8.2,0.025,0.015,0.04,2.467785,,,
17,MB,B7,purple,HIGH,6,0,1.E,,0.00588,4,35,,,8.5,3,0,0,4,4,29.00398406,0.013007753,0.014476447,0.007793107,0.032169882,0.048105597,0.037481787,10,0.027,0.014,0.041,3.08282,,,
17,MB,B7,none,HIGH,6,0,1.E,,0.00378,4,41,,,7,3,0,0,4,4,10.93983093,0.003041059,0.014657402,0.003498946,0.034607755,0.03260833,0.03394128,8.5,0.016,0.009,0.025,0.881604,,,
17,MB,B7,redt,HIGH,6,0,1.E,LF,0.00252,2,35,,,7.2,3,0,0,4,4,24.01377583,0.003554159,0.008959422,0.002533378,0.023891792,0.016356688,0.021380091,7.2,0.011,0.006,0.017,2.8361864,,,
17,MB,D4,none,LOW,1,0,1.E,,0.01554,7,31,4,1.5,6.5,2,0,0,6,6,65.16540454,0.041990885,0.012063706,0.002977285,0.061826491,0.07147239,0.065041791,12.3,0.067,0.037,0.104,3.791238,3.949215,19.78,19.905
17,MB,D5,purple,Interrmediate,4,0,1.E,F,0.00798,5,37,5,6.5,8.1,2,0,0,5,5,62.95802798,0.038965533,0.011282235,0.001701171,0.03716501,0.05484148,0.043057166,11.2,0.03,0.019,0.049,1.966991,3.618688,19.535,18.41
17,MB,D5,blue,Interrmediate,4,0,1.E,,0.00672,4,33,4,2,7.8,3,0,0,4,4,72.01986755,0.026751032,0.004294161,0.000817128,0.015904299,0.034262966,0.022023855,10,0.026,0.016,0.042,2.28384,3.674664,17.76,20.69
17,MB,D5,red,Interrmediate,4,0,1.E,,0.00462,3,37,4,5.5,7.5,3,0,0,4,4,79.3437733,0.019053115,0.001906631,0.000358377,0.008443651,0.026649362,0.014512222,9.3,0.014,0.011,0.025,2.194726,4.887259,22.695,21.595
17,MB,D5,none,Interrmediate,4,0,1.E,LF,0.0021,2,37,4,1,7,2,0,0,3,3,,,,,0,,,8.3,0.006,0.005,0.011,1.49098,4.504308,21.8,20.685
17,MB,D6,blue,Interrmediate,3,0,1.E,F,0.01218,6,37,3,7,9.2,2,0,0,5,5,65.29680365,0.061771513,0.017203347,0.00369451,0.057631212,0.080174319,0.065145581,13.4,0.038,0.029,0.067,3.398592,5.741399,24.445,23.485
17,MB,D6,none,Interrmediate,3,0,1.E,,0.00168,3,39,3,5.5,7.4,2,0,0,3,3,,,,,0,,,9,0.005,0.004,0.009,1.475848,4.562645,21.8,20.745
17,MB,D6,pink,Interrmediate,3,0,1.E,LF,0.00126,1,33,2,0.5,7,2,0,0,2,2,,,,,0,,,7,0.002,0.003,0.005,2.980096,6.408492,25.32,25.31
17,SJER,A3,none,LOW,1,0,1.E,,0.01428,6,35,4,4.5,7.5,2,0,0,6,6,68.9119171,0.058350165,0.012214502,0.000848229,0.054150959,0.097088365,0.068463427,13.3,0.049,0.034,0.083,5.632297,6.90926,27.16,25.43
17,SJER,B1,purple,HIGH,5,0,1.E,F,0.00924,9,33,3,1.5,7.3,3,0,0,6,6,66.30581867,0.034482092,0.008550151,0.001206371,0.067994061,0.088979882,0.074989334,16.7,0.049,0.022,0.071,2.567845,4.943452,23.315,21.185
17,SJER,B1,red,HIGH,5,0,1.E,,0.00714,5,37,3,9.5,12,3,0,0,5,5,59.92356688,0.04137851,0.014163544,0.001474348,0.052659332,0.079649517,0.06165606,14.5,0.043,0.017,0.06,3.219532,4.953085,22.34,22.06
17,SJER,B1,blue,HIGH,5,0,1.E,,0.00462,5,37,4,7,6,3,0,0,5,5,59.14310954,0.021663933,0.0050827,0.000623213,0.01263414,0.038052744,0.021107008,8.7,0.019,0.011,0.03,1.88232,4.10074,21.24,19.295
17,SJER,B1,pink,HIGH,5,0,1.E,,0.0021,5,35,3,6,6.3,3,0,0,5,5,60.71642986,0.019539747,0.006419289,0.000246301,0.019084374,0.029892229,0.022686992,11,0.017,0.005,0.022,1.72524,4.277016,19.76,21.6
17,SJER,B1,none,HIGH,5,0,1.E,LF,0.00084,1,39,,,4.3,3,0,0,3,3,,,,,0,,,4.3,0.003,0.002,0.005,0.903875,,,
17,SJER,B8,none,LOW,1,0,1.E,,0.01134,7,39,4,4.5,10.2,2,0,0,5,5,74.63286443,0.103139656,0.016331241,0.001801074,0.083924435,0.147187418,0.105012096,18.5,0.05,0.027,0.077,4.130325,4.804996,21.74,22.04
17,SJER,C1,bluet,HIGH,7,0,1.E,F,0.00546,4,,3,6.5,6,3,0,0,5,5,40.24741569,0.017720531,0.014102598,0.003122898,0.021153896,0.026469467,0.022925753,6,0.019,0.013,0.032,,3.551248,16.94,20.985
17,SJER,C1,brownt,HIGH,7,0,1.E,,0.0042,3,,4,8,7,3,0,0,4,4,69.77299881,0.013393226,0.003698908,0.000628318,0.021929241,0.02258438,0.02214762,8.3,0.018,0.01,0.028,,3.7839945,19.285,19.625
17,SJER,C1,lightbluet,HIGH,7,0,1.E,,0.00378,4,,4,11,7.2,3,0,0,5,5,68.56455493,0.031896956,0.006872228,0.000577267,0.020027636,0.041056654,0.027037309,10.2,0.017,0.009,0.026,,3.8151255,19.705,19.33
17,SJER,C1,redt,HIGH,7,0,1.E,,0.00252,5,35,4,3,4.2,3,0,0,5,5,60.35118144,0.019022956,0.00586904,0.001505293,0.02168993,0.029834502,0.024404787,8.5,0.015,0.006,0.021,,4.3841175,20.18,21.725
17,SJER,C1,n2,HIGH,7,0,1.E,,0.00168,2,,3,2,7.5,3,0,0,4,4,61.81818182,0.010895034,0.00318086,0.001130972,0.012405354,0.019064425,0.014625044,7.8,0.007,0.004,0.011,,,,
17,SJER,C1,n3,HIGH,7,0,1.E,,0.00126,3,,,,4.6,2,0,0,3,3,,,,,0,,,8,0.004,0.003,0.007,,,,
17,SJER,C1,n1,HIGH,7,0,1.E,LF,0.00084,1,,3,,3.2,3,0,0,3,3,,,,,0,,,3.2,0.003,0.002,0.005,,,,
17,SJER,C2,none,LOW,1,0,1.E,,0.02646,15,33,3,6.5,10.5,3,0,0,10,10,78.97733154,0.261276616,0.024099922,0.004182085,0.171534741,0.490560849,0.277876777,24.2,0.123,0.063,0.186,6.82682,6.2502155,24.67,25.315
17,SJER,C6,redt,Interrmediate,3,0,1.E,F,0.01008,6,39,3,15,12,3,0,0,5,5,74.52838544,0.247181087,0.028148646,0.005294836,0.094499027,0.278905019,0.155967691,18.8,0.053,0.024,0.077,4.299755,5.7382395,24.515,23.355
17,SJER,C6,brownt,Interrmediate,3,0,1.E,,0.00588,5,37,4,12,7,3,0,0,5,5,63.86404293,0.034319357,0.007238223,0.001425025,0.021171803,0.053756532,0.03203338,11.7,0.03,0.014,0.044,3.482199,5.529108,23.34,23.72
17,SJER,C6,none,Interrmediate,3,0,1.E,LF,0.00126,2,41,3,0.5,6.5,3,0,0,3,3,,,,,0,,,6.5,0.005,0.003,0.008,0.755898,3.44736,18.9,18.24
17,SJER,C8,brownt,Interrmediate,2,0,1.E,F,0.00546,4,41,,,10.2,3,0,0,4,4,57.2425829,0.052758606,0.023266616,0.002748891,0.069799847,0.077865094,0.072488262,10.5,0.032,0.013,0.045,2.383731,,,
17,SJER,C8,none,Interrmediate,2,0,1.E,LF,0.00504,4,43,,,8,3,0,0,4,4,59.6620703,0.023162315,0.010322008,0.00101654,0.039997781,0.040410469,0.040135344,9.3,0.021,0.012,0.033,2.405163,,,
18,BS,B6,none,LOW,1,0,1.E,,0.0084,5,41,3,8.5,8,2,0,0,4,4,60.45490822,0.03605328,0.013074041,0.001443168,0.040674794,0.05025413,0.043867906,11.2,0.027,0.02,0.047,2.824998,4.5879955,22.025,20.825
18,BS,C6,red,Interrmediate,2,0,1.E,F,0.0105,9,37,4,3,9.1,3,0,0,7,7,65.51335088,0.073333507,0.02050453,0.00175929,0.087005707,0.120569983,0.098193799,15.7,0.053,0.025,0.078,4.262489,4.829332,19.94,24.215
18,BS,C6,none,Interrmediate,2,0,1.E,LF,0.00168,2,,,,3.6,3,0,0,3,3,,,,,0,,,3.6,0.003,0.004,0.007,0.36432,,,
18,BS,D4,none,LOW,1,0,1.E,,0.00042,2,,,,3,3,0,0,3,3,,,,,0,,,3,0.002,0.001,0.003,,,,
18,BS,D6,none,LOW,1,0,1.E,,0.00378,5,41,3,1.5,9,3,0,0,5,5,68.48800231,0.038328498,0.010005964,0.001272344,0.047335907,0.061024679,0.051898831,12.3,0.026,0.009,0.035,3.116382,4.4185115,20.17,21.905
18,BS,D8,none,LOW,1,0,1.E,,0.00168,2,45,,,4.9,3,0,0,3,3,,,,,0,,,4.9,0.007,0.004,0.011,0.79118,,,
18,BS,D9,bluet,Interrmediate,2,0,1.E,F,0.00756,4,41,4,6.5,10.5,3,0,0,4,4,62.39364719,0.047516549,0.014163544,0.002655665,0.043216969,0.068699465,0.051711134,11.9,0.036,0.018,0.054,5.167368,3.054347,17.365,17.57
18,BS,D9,redt,Interrmediate,2,0,1.E,LF,0.00672,4,41,4,7,11,3,0,0,4,4,66.11188165,0.046721726,0.012692338,0.002123715,0.044423182,0.066897017,0.051914461,12.6,0.033,0.016,0.049,4.431983,3.027638,18.03,16.78
18,IS,A3,lightbluet,Interrmediate,2,0,1.E,F,0.00168,3,41,,,4,3,0,0,4,4,50.06877579,0.002973201,0.001884954,0.000207816,0.005780526,0.005681173,0.005747408,4.6,0.003,0.004,0.007,1.038258,,,
18,IS,A3,none,Interrmediate,2,0,1.E,LF,0.00042,2,41,,,3,3,0,0,3,3,,,,,0,,,3,0.002,0.001,0.003,0.3528,,,
18,IS,A8,tan,Interrmediate,2,0,1.E,F,0.00126,2,43,,,4.5,3,0,0,3,3,,,,,0,,,4.5,0.005,0.003,0.008,0.731836,,,
18,IS,A8,none,Interrmediate,2,0,1.E,LF,0.00084,1,43,,,3,3,0,0,3,3,,,,,0,,,3,0.003,0.002,0.005,0.489879,,,
18,IS,B4,redt,Interrmediate,3,0,1.E,F,0.00294,4,41,3,3,2.3,3,0,0,4,4,75.03607504,0.001633627,0.00019847,3.14E-05,0.001105761,0.002603593,0.001605038,3.9,0.01,0.007,0.017,0.438344,1.656971,12.785,12.55
18,IS,B4,lightbluet,Interrmediate,3,0,1.E,,0.0021,3,41,3,,3.5,3,0,0,4,4,83.82352941,0.003572459,0.000321699,2.65E-05,0.002814865,0.004697855,0.003442528,3.5,0.01,0.005,0.015,0.6853,2.327587,15.59,14.93
18,IS,B4,bluet,Interrmediate,3,0,1.E,LF,0.00168,2,39,3,3,3.5,3,0,0,3,3,,,,,0,,,3.5,0.008,0.004,0.012,,,,
18,IS,C1,redt,Interrmediate,2,0,1.E,F,0.01008,5,37,3,4,5,3,0,0,5,5,63.95995551,0.009348194,0.003206307,0.000458044,0.01442838,0.013582272,0.014146344,6.3,0.013,0.024,0.037,1.356228,3.262219,18.76,17.44
18,IS,C1,none,Interrmediate,2,0,1.E,LF,0.00042,1,41,,,3,3,0,0,3,3,,,,,0,,,3,0.003,0.001,0.004,0.88907,,,
18,IS,C2,brownt,LOW,1,0,1.E,,0.0042,5,,3,5,4.6,3,0,0,5,5,56.06229143,0.005700101,0.002123715,0.000636172,0.009769088,0.010990224,0.010176134,4.6,0.014,0.01,0.024,1.767072,2.441364,15.69,15.56
18,IS,C4,redt,Interrmediate,4,0,1.E,F,0.0042,5,37,3,13,5.2,3,0,0,5,5,52.95315682,0.009556717,0.003822687,0.00159043,0.013804146,0.020698562,0.016102285,6.5,0.011,0.01,0.021,2.052589,3.2963935,18.08,18.195
18,IS,C4,bluet,Interrmediate,4,0,1.E,,0.00378,3,37,3,0.5,3,3,0,0,4,4,62.26937269,0.002385645,0.000969809,0.000207738,0.005264677,0.00381122,0.004780191,3.8,0.012,0.009,0.021,0.489831,2.9946975,17.59,17.025
18,IS,C4,lightbluet,Interrmediate,4,0,1.E,,0.00252,3,,3,5,3,3,0,0,4,4,56.13472334,0.003848448,0.001452279,0.000120637,0.004488861,0.006884166,0.005287296,3.4,0.008,0.006,0.014,0.77909,2.7352305,16.5,16.545
18,IS,C4,brownt,Interrmediate,4,0,1.E,LF,0.00168,3,37,3,0,3,3,0,0,4,4,19.41747573,0.000904778,0.002493794,0.000565486,0.005957397,0.005410289,0.005775028,4.3,0.007,0.004,0.011,0.803928,2.766507,17.26,15.75
18,IS,D5,brownt,Interrmediate,3,0,1.E,F,0.00714,6,37,3,8,3.4,2,0,0,6,6,51.44467935,0.008370767,0.004433412,0.001075209,0.013546536,0.014466629,0.013853234,5.5,0.014,0.017,0.031,1.58472,3.6202455,18.355,19.73
18,IS,D5,redt,Interrmediate,3,0,1.E,,0.00252,5,37,3,5.5,4.6,3,0,0,5,5,49.13627639,0.005147181,0.002945241,0.000754767,0.011780963,0.011915265,0.01182573,6,0.01,0.006,0.016,2.004864,3.658072,19.985,18.305
